case_id,requested_time_min_s,effective_first_selected_time_s,frame_index,time_s,seaward_distance_m,landward_distance_m,side,zone,candidate_count_before_global_sampling,displayed_arrow_count,displayed_speed_max_mps,displayed_top10_mean_speed_mps,displayed_top10_count,displayed_max_point_id,displayed_max_x_m,displayed_max_y_m,displayed_max_u_mps,displayed_max_v_mps,displayed_max_h_m,displayed_max_m,displayed_max_b0_m,displayed_max_b_current_m,displayed_max_shoreline_distance_m,displayed_max_static_zone,displayed_max_dynamic_wet,displayed_max_source_topo_id,displayed_max_native_dx_m,displayed_max_native_dy_m,displayed_max_effective_resolution_m,displayed_max_source_precedence_rank,colorbar_fraction,colorbar_saturated
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,west,combined_coastal,218896,385,4.22174298991,3.9425674788,10,674548,60174.640625,3157903.5,4.17239141464,0.643633246422,0.251522868872,0,-3.55360170702,-2.90185150504,26.4701442646,seaward,true,topo-bathy.tt3,30,30,30,1,0.153640164116,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,east,seaward,222535,275,12.2047162893,10.3014896281,10,640606,81302.5078125,3146229.25,-8.534948349,-8.72409057617,0.591226875782,0,-6.428837403,-1.4519534111,5.84244016645,seaward,true,topo-bathy.tt3,30,30,30,1,0.444161242917,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,east,landward_inundated,222535,53,13.3228292156,9.49208447205,10,668473,85474.0625,3156102.75,-10.969417572,-7.56106185913,1.62329149246,0,1.51431338824,-1.41720786691,10.9927976647,landward,true,topo-bathy.tt3,30,30,30,1,0.484852268853,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,east,combined_coastal,222535,328,13.3228292156,11.4036326079,10,668473,85474.0625,3156102.75,-10.969417572,-7.56106185913,1.62329149246,0,1.51431338824,-1.41720786691,10.9927976647,landward,true,topo-bathy.tt3,30,30,30,1,0.484852268853,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,west,seaward,222535,277,4.06113617262,3.35030758245,10,623076,50541.0507812,3140917.25,3.9068710804,-1.10868632793,0.167767107487,0,-0.242578611588,0.0232402682304,3.46692939344,seaward,true,topo-bathy.tt3,30,30,30,1,0.147795265972,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,west,landward_inundated,222535,115,4.21437545958,3.31723517638,10,622592,50481.03125,3140737,4.09861040115,-0.980996072292,0.203949421644,0,0.186024440848,0.538233309984,2.63825202806,landward,true,topo-bathy.tt3,30,30,30,1,0.153372040602,false
aqaba_lsa_c10_angm25,900,900,54,2100,1000,500,west,combined_coastal,222535,392,4.21437545958,3.7655216724,10,622592,50481.03125,3140737,4.09861040115,-0.980996072292,0.203949421644,0,0.186024440848,0.538233309984,2.63825202806,landward,true,topo-bathy.tt3,30,30,30,1,0.153372040602,false
aqaba_lsa_c10_angm25,900,900,55,2220,1000,500,east,seaward,227722,280,15.1978968574,10.6266482442,10,603426,75360.296875,3133594.5,-9.6121301651,-11.7721290588,0.675034761429,0,-29.1884035161,-0.295745611191,24.5751757539,seaward,true,topo-bathy.tt3,30,30,30,1,0.553090837831,false
aqaba_lsa_c10_angm25,900,900,55,2220,1000,500,east,landward_inundated,227722,47,13.8117586895,10.2771742362,10,668108,85324.0078125,3155952.75,-10.0217456818,-9.50417232513,1.17977464199,0,2.12798710101,-1.01442198455,0.732073350682,landward,true,topo-bathy.tt3,30,30,30,1,0.502645679013,false
aqaba_lsa_c10_angm25,900,900,55,2220,1000,500,east,combined_coastal,227722,327,15.1978968574,11.4980955932,10,603426,75360.296875,3133594.5,-9.6121301651,-11.7721290588,0.675034761429,0,-29.1884035161,-0.295745611191,24.5751757539,seaward,true,topo-bathy.tt3,30,30,30,1,0.553090837831,false
