side,station_id,distance_offshore_m,bed_elevation_m,water_depth_m,source_topo_id,native_resolution_m,effective_resolution_m,valid_source_data
west,west_0140,450,-73.6308971263,73.6308971263,topo-bathy.tt3,30,30,true
west,west_0140,500,-85.2550491268,85.2550491268,topo-bathy.tt3,30,30,true
west,west_0140,550,-97.0540959863,97.0540959863,topo-bathy.tt3,30,30,true
west,west_0140,600,-109.311312849,109.311312849,topo-bathy.tt3,30,30,true
west,west_0140,650,-122.255794103,122.255794103,topo-bathy.tt3,30,30,true
west,west_0140,700,-136.069524616,136.069524616,topo-bathy.tt3,30,30,true
west,west_0140,750,-151.79074782,151.79074782,topo-bathy.tt3,30,30,true
west,west_0140,800,-168.422586606,168.422586606,topo-bathy.tt3,30,30,true
west,west_0140,850,-185.307351961,185.307351961,topo-bathy.tt3,30,30,true
west,west_0140,900,-203.188101625,203.188101625,topo-bathy.tt3,30,30,true
west,west_0140,950,-222.061283015,222.061283015,topo-bathy.tt3,30,30,true
west,west_0140,1000,-243.122588633,243.122588633,topo-bathy.tt3,30,30,true
west,west_0140,1050,-266.231885215,266.231885215,topo-bathy.tt3,30,30,true
west,west_0140,1100,-290.107442624,290.107442624,topo-bathy.tt3,30,30,true
west,west_0140,1150,-315.099281808,315.099281808,topo-bathy.tt3,30,30,true
west,west_0140,1200,-341.799994575,341.799994575,topo-bathy.tt3,30,30,true
west,west_0140,1250,-370.18569775,370.18569775,topo-bathy.tt3,30,30,true
west,west_0140,1300,-402.044879153,402.044879153,topo-bathy.tt3,30,30,true
west,west_0140,1350,-435.262638401,435.262638401,topo-bathy.tt3,30,30,true
west,west_0140,1400,-468.39756716,468.39756716,topo-bathy.tt3,30,30,true
west,west_0140,1450,-502.223065647,502.223065647,topo-bathy.tt3,30,30,true
west,west_0140,1500,-536.902407776,536.902407776,topo-bathy.tt3,30,30,true
west,west_0140,1550,-572.888452749,572.888452749,topo-bathy.tt3,30,30,true
west,west_0140,1600,-611.101226538,611.101226538,topo-bathy.tt3,30,30,true
west,west_0140,1650,-648.692327905,648.692327905,topo-bathy.tt3,30,30,true
west,west_0140,1700,-685.31785036,685.31785036,topo-bathy.tt3,30,30,true
west,west_0140,1750,-722.453888168,722.453888168,topo-bathy.tt3,30,30,true
west,west_0140,1800,-760.000697825,760.000697825,topo-bathy.tt3,30,30,true
west,west_0140,1850,-801.137332354,801.137332354,topo-bathy.tt3,30,30,true
west,west_0140,1900,-844.81951291,844.81951291,topo-bathy.tt3,30,30,true
west,west_0140,1950,-888.191456739,888.191456739,topo-bathy.tt3,30,30,true
west,west_0140,2000,-931.658148877,931.658148877,topo-bathy.tt3,30,30,true
west,west_0160,0,-0.000433107557833,0.000433107557833,topo-bathy.tt3,30,30,true
west,west_0160,50,-8.9330856351,8.9330856351,topo-bathy.tt3,30,30,true
west,west_0160,100,-18.5360024151,18.5360024151,topo-bathy.tt3,30,30,true
west,west_0160,150,-28.6956094845,28.6956094845,topo-bathy.tt3,30,30,true
west,west_0160,200,-39.954696138,39.954696138,topo-bathy.tt3,30,30,true
west,west_0160,250,-50.3076947523,50.3076947523,topo-bathy.tt3,30,30,true
west,west_0160,300,-60.0307882873,60.0307882873,topo-bathy.tt3,30,30,true
west,west_0160,350,-69.5980398618,69.5980398618,topo-bathy.tt3,30,30,true
west,west_0160,400,-78.409280965,78.409280965,topo-bathy.tt3,30,30,true
west,west_0160,450,-86.7753610202,86.7753610202,topo-bathy.tt3,30,30,true
west,west_0160,500,-94.9182665944,94.9182665944,topo-bathy.tt3,30,30,true
west,west_0160,550,-102.940418648,102.940418648,topo-bathy.tt3,30,30,true
west,west_0160,600,-111.235983677,111.235983677,topo-bathy.tt3,30,30,true
west,west_0160,650,-119.484311525,119.484311525,topo-bathy.tt3,30,30,true
west,west_0160,700,-127.081869803,127.081869803,topo-bathy.tt3,30,30,true
west,west_0160,750,-134.340880045,134.340880045,topo-bathy.tt3,30,30,true
west,west_0160,800,-141.367385369,141.367385369,topo-bathy.tt3,30,30,true
west,west_0160,850,-148.341148164,148.341148164,topo-bathy.tt3,30,30,true
west,west_0160,900,-155.577143536,155.577143536,topo-bathy.tt3,30,30,true
west,west_0160,950,-162.776181694,162.776181694,topo-bathy.tt3,30,30,true
west,west_0160,1000,-169.748495076,169.748495076,topo-bathy.tt3,30,30,true
west,west_0160,1050,-176.865922724,176.865922724,topo-bathy.tt3,30,30,true
west,west_0160,1100,-184.184681165,184.184681165,topo-bathy.tt3,30,30,true
west,west_0160,1150,-191.799605147,191.799605147,topo-bathy.tt3,30,30,true
west,west_0160,1200,-199.82463034,199.82463034,topo-bathy.tt3,30,30,true
west,west_0160,1250,-207.716108762,207.716108762,topo-bathy.tt3,30,30,true
west,west_0160,1300,-215.381286077,215.381286077,topo-bathy.tt3,30,30,true
west,west_0160,1350,-223.120292522,223.120292522,topo-bathy.tt3,30,30,true
west,west_0160,1400,-230.947329862,230.947329862,topo-bathy.tt3,30,30,true
west,west_0160,1450,-239.201589506,239.201589506,topo-bathy.tt3,30,30,true
west,west_0160,1500,-247.761280477,247.761280477,topo-bathy.tt3,30,30,true
west,west_0160,1550,-256.120544746,256.120544746,topo-bathy.tt3,30,30,true
west,west_0160,1600,-264.430151573,264.430151573,topo-bathy.tt3,30,30,true
west,west_0160,1650,-272.855397641,272.855397641,topo-bathy.tt3,30,30,true
west,west_0160,1700,-281.373422048,281.373422048,topo-bathy.tt3,30,30,true
west,west_0160,1750,-290.448566505,290.448566505,topo-bathy.tt3,30,30,true
west,west_0160,1800,-299.624816258,299.624816258,topo-bathy.tt3,30,30,true
west,west_0160,1850,-308.264485652,308.264485652,topo-bathy.tt3,30,30,true
west,west_0160,1900,-316.820808991,316.820808991,topo-bathy.tt3,30,30,true
west,west_0160,1950,-325.322283177,325.322283177,topo-bathy.tt3,30,30,true
west,west_0160,2000,-333.874485029,333.874485029,topo-bathy.tt3,30,30,true
west,west_0180,0,-0.0204671171118,0.0204671171118,topo-bathy.tt3,30,30,true
west,west_0180,50,-4.72838307458,4.72838307458,topo-bathy.tt3,30,30,true
west,west_0180,100,-10.4876869976,10.4876869976,topo-bathy.tt3,30,30,true
west,west_0180,150,-17.1749670757,17.1749670757,topo-bathy.tt3,30,30,true
west,west_0180,200,-24.9123534162,24.9123534162,topo-bathy.tt3,30,30,true
west,west_0180,250,-34.5426405724,34.5426405724,topo-bathy.tt3,30,30,true
west,west_0180,300,-45.727598369,45.727598369,topo-bathy.tt3,30,30,true
west,west_0180,350,-57.7977900418,57.7977900418,topo-bathy.tt3,30,30,true
west,west_0180,400,-71.2144933561,71.2144933561,topo-bathy.tt3,30,30,true
west,west_0180,450,-84.3783302815,84.3783302815,topo-bathy.tt3,30,30,true
west,west_0180,500,-95.490342025,95.490342025,topo-bathy.tt3,30,30,true
west,west_0180,550,-106.954514089,106.954514089,topo-bathy.tt3,30,30,true
west,west_0180,600,-118.961479083,118.961479083,topo-bathy.tt3,30,30,true
west,west_0180,650,-131.936095716,131.936095716,topo-bathy.tt3,30,30,true
west,west_0180,700,-145.170811127,145.170811127,topo-bathy.tt3,30,30,true
west,west_0180,750,-158.247230276,158.247230276,topo-bathy.tt3,30,30,true
west,west_0180,800,-171.689750004,171.689750004,topo-bathy.tt3,30,30,true
west,west_0180,850,-185.453700683,185.453700683,topo-bathy.tt3,30,30,true
west,west_0180,900,-199.592585937,199.592585937,topo-bathy.tt3,30,30,true
west,west_0180,950,-214.847207338,214.847207338,topo-bathy.tt3,30,30,true
west,west_0180,1000,-230.396265774,230.396265774,topo-bathy.tt3,30,30,true
west,west_0180,1050,-245.641136102,245.641136102,topo-bathy.tt3,30,30,true
west,west_0180,1100,-261.330658127,261.330658127,topo-bathy.tt3,30,30,true
west,west_0180,1150,-277.607978383,277.607978383,topo-bathy.tt3,30,30,true
west,west_0180,1200,-294.58069094,294.58069094,topo-bathy.tt3,30,30,true
west,west_0180,1250,-314.066194349,314.066194349,topo-bathy.tt3,30,30,true
west,west_0180,1300,-335.647803107,335.647803107,topo-bathy.tt3,30,30,true
west,west_0180,1350,-358.182434656,358.182434656,topo-bathy.tt3,30,30,true
west,west_0180,1400,-381.585957225,381.585957225,topo-bathy.tt3,30,30,true
west,west_0180,1450,-404.990252113,404.990252113,topo-bathy.tt3,30,30,true
west,west_0180,1500,-427.660199713,427.660199713,topo-bathy.tt3,30,30,true
west,west_0180,1550,-449.54775292,449.54775292,topo-bathy.tt3,30,30,true
west,west_0180,1600,-468.536047049,468.536047049,topo-bathy.tt3,30,30,true
west,west_0180,1650,-483.03459177,483.03459177,topo-bathy.tt3,30,30,true
west,west_0180,1700,-493.273757358,493.273757358,topo-bathy.tt3,30,30,true
west,west_0180,1750,-500.327730577,500.327730577,topo-bathy.tt3,30,30,true
west,west_0180,1800,-504.690278673,504.690278673,topo-bathy.tt3,30,30,true
west,west_0180,1850,-506.910650451,506.910650451,topo-bathy.tt3,30,30,true
west,west_0180,1900,-507.52954808,507.52954808,topo-bathy.tt3,30,30,true
west,west_0180,1950,-507.061624447,507.061624447,topo-bathy.tt3,30,30,true
west,west_0180,2000,-506.206620416,506.206620416,topo-bathy.tt3,30,30,true
west,west_0200,0,-0.0145770783669,0.0145770783669,topo-bathy.tt3,30,30,true
west,west_0200,50,-2.45226847169,2.45226847169,topo-bathy.tt3,30,30,true
west,west_0200,100,-4.59374185177,4.59374185177,topo-bathy.tt3,30,30,true
west,west_0200,150,-6.78334548034,6.78334548034,topo-bathy.tt3,30,30,true
west,west_0200,200,-9.39670936141,9.39670936141,topo-bathy.tt3,30,30,true
west,west_0200,250,-12.7942048053,12.7942048053,topo-bathy.tt3,30,30,true
west,west_0200,300,-17.3376452572,17.3376452572,topo-bathy.tt3,30,30,true
west,west_0200,350,-22.0635502791,22.0635502791,topo-bathy.tt3,30,30,true
west,west_0200,400,-26.9457915565,26.9457915565,topo-bathy.tt3,30,30,true
west,west_0200,450,-32.0389300395,32.0389300395,topo-bathy.tt3,30,30,true
west,west_0200,500,-37.2332743412,37.2332743412,topo-bathy.tt3,30,30,true
west,west_0200,550,-42.6791191362,42.6791191362,topo-bathy.tt3,30,30,true
west,west_0200,600,-48.0727505904,48.0727505904,topo-bathy.tt3,30,30,true
west,west_0200,650,-53.0956090443,53.0956090443,topo-bathy.tt3,30,30,true
west,west_0200,700,-57.9156777558,57.9156777558,topo-bathy.tt3,30,30,true
west,west_0200,750,-62.5437345667,62.5437345667,topo-bathy.tt3,30,30,true
west,west_0200,800,-67.1149689941,67.1149689941,topo-bathy.tt3,30,30,true
west,west_0200,850,-71.6186990663,71.6186990663,topo-bathy.tt3,30,30,true
west,west_0200,900,-75.8397888731,75.8397888731,topo-bathy.tt3,30,30,true
west,west_0200,950,-79.8724204083,79.8724204083,topo-bathy.tt3,30,30,true
west,west_0200,1000,-83.832076195,83.832076195,topo-bathy.tt3,30,30,true
west,west_0200,1050,-87.7901743095,87.7901743095,topo-bathy.tt3,30,30,true
west,west_0200,1100,-91.8900947054,91.8900947054,topo-bathy.tt3,30,30,true
west,west_0200,1150,-95.9360605818,95.9360605818,topo-bathy.tt3,30,30,true
west,west_0200,1200,-99.8786948894,99.8786948894,topo-bathy.tt3,30,30,true
west,west_0200,1250,-103.854442634,103.854442634,topo-bathy.tt3,30,30,true
west,west_0200,1300,-107.843188581,107.843188581,topo-bathy.tt3,30,30,true
west,west_0200,1350,-112.017542326,112.017542326,topo-bathy.tt3,30,30,true
west,west_0200,1400,-116.237589431,116.237589431,topo-bathy.tt3,30,30,true
west,west_0200,1450,-120.276311908,120.276311908,topo-bathy.tt3,30,30,true
west,west_0200,1500,-124.33892169,124.33892169,topo-bathy.tt3,30,30,true
west,west_0200,1550,-128.43969862,128.43969862,topo-bathy.tt3,30,30,true
west,west_0200,1600,-132.696735677,132.696735677,topo-bathy.tt3,30,30,true
west,west_0200,1650,-137.123518909,137.123518909,topo-bathy.tt3,30,30,true
west,west_0200,1700,-141.406449049,141.406449049,topo-bathy.tt3,30,30,true
west,west_0200,1750,-145.652394327,145.652394327,topo-bathy.tt3,30,30,true
west,west_0200,1800,-149.909143559,149.909143559,topo-bathy.tt3,30,30,true
west,west_0200,1850,-154.230437617,154.230437617,topo-bathy.tt3,30,30,true
west,west_0200,1900,-158.739570851,158.739570851,topo-bathy.tt3,30,30,true
west,west_0200,1950,-163.185697929,163.185697929,topo-bathy.tt3,30,30,true
west,west_0200,2000,-167.509039147,167.509039147,topo-bathy.tt3,30,30,true
west,west_0220,0,0.502798417513,-0.502798417513,topo-bathy.tt3,30,30,true
west,west_0220,50,-6.59238778389,6.59238778389,topo-bathy.tt3,30,30,true
west,west_0220,100,-10.4979199436,10.4979199436,topo-bathy.tt3,30,30,true
west,west_0220,150,-12.4131376032,12.4131376032,topo-bathy.tt3,30,30,true
west,west_0220,200,-14.6555153676,14.6555153676,topo-bathy.tt3,30,30,true
west,west_0220,250,-17.2589315366,17.2589315366,topo-bathy.tt3,30,30,true
west,west_0220,300,-20.2222032908,20.2222032908,topo-bathy.tt3,30,30,true
west,west_0220,350,-23.6049420024,23.6049420024,topo-bathy.tt3,30,30,true
west,west_0220,400,-27.4481874338,27.4481874338,topo-bathy.tt3,30,30,true
west,west_0220,450,-31.8117423326,31.8117423326,topo-bathy.tt3,30,30,true
west,west_0220,500,-36.5407393866,36.5407393866,topo-bathy.tt3,30,30,true
west,west_0220,550,-40.7293573238,40.7293573238,topo-bathy.tt3,30,30,true
west,west_0220,600,-44.9173614724,44.9173614724,topo-bathy.tt3,30,30,true
west,west_0220,650,-49.3418466071,49.3418466071,topo-bathy.tt3,30,30,true
west,west_0220,700,-54.0240273879,54.0240273879,topo-bathy.tt3,30,30,true
west,west_0220,750,-58.9655620369,58.9655620369,topo-bathy.tt3,30,30,true
west,west_0220,800,-64.1356726371,64.1356726371,topo-bathy.tt3,30,30,true
west,west_0220,850,-69.5135305058,69.5135305058,topo-bathy.tt3,30,30,true
west,west_0220,900,-75.0897500384,75.0897500384,topo-bathy.tt3,30,30,true
west,west_0220,950,-80.8901954485,80.8901954485,topo-bathy.tt3,30,30,true
west,west_0220,1000,-87.0210079467,87.0210079467,topo-bathy.tt3,30,30,true
west,west_0220,1050,-93.3797806216,93.3797806216,topo-bathy.tt3,30,30,true
west,west_0220,1100,-100.002205039,100.002205039,topo-bathy.tt3,30,30,true
west,west_0220,1150,-106.851334686,106.851334686,topo-bathy.tt3,30,30,true
west,west_0220,1200,-113.837646796,113.837646796,topo-bathy.tt3,30,30,true
west,west_0220,1250,-121.131226913,121.131226913,topo-bathy.tt3,30,30,true
west,west_0220,1300,-128.822086215,128.822086215,topo-bathy.tt3,30,30,true
west,west_0220,1350,-137.01924808,137.01924808,topo-bathy.tt3,30,30,true
west,west_0220,1400,-145.767091254,145.767091254,topo-bathy.tt3,30,30,true
west,west_0220,1450,-155.032964348,155.032964348,topo-bathy.tt3,30,30,true
west,west_0220,1500,-164.708423288,164.708423288,topo-bathy.tt3,30,30,true
west,west_0220,1550,-174.7184484,174.7184484,topo-bathy.tt3,30,30,true
west,west_0220,1600,-184.928848319,184.928848319,topo-bathy.tt3,30,30,true
west,west_0220,1650,-194.915364412,194.915364412,topo-bathy.tt3,30,30,true
west,west_0220,1700,-204.484719452,204.484719452,topo-bathy.tt3,30,30,true
west,west_0220,1750,-213.341666542,213.341666542,topo-bathy.tt3,30,30,true
west,west_0220,1800,-221.370591432,221.370591432,topo-bathy.tt3,30,30,true
west,west_0220,1850,-228.416142413,228.416142413,topo-bathy.tt3,30,30,true
west,west_0220,1900,-234.670341523,234.670341523,topo-bathy.tt3,30,30,true
west,west_0220,1950,-239.952126571,239.952126571,topo-bathy.tt3,30,30,true
west,west_0220,2000,-244.565244517,244.565244517,topo-bathy.tt3,30,30,true
west,west_0240,0,-0.0822001665475,0.0822001665475,topo-bathy.tt3,30,30,true
west,west_0240,50,-4.60501306909,4.60501306909,topo-bathy.tt3,30,30,true
west,west_0240,100,-9.77363243053,9.77363243053,topo-bathy.tt3,30,30,true
west,west_0240,150,-16.0842692345,16.0842692345,topo-bathy.tt3,30,30,true
west,west_0240,200,-23.9748313079,23.9748313079,topo-bathy.tt3,30,30,true
west,west_0240,250,-33.146540038,33.146540038,topo-bathy.tt3,30,30,true
west,west_0240,300,-44.8889848418,44.8889848418,topo-bathy.tt3,30,30,true
west,west_0240,350,-58.97991944,58.97991944,topo-bathy.tt3,30,30,true
west,west_0240,400,-74.6583567021,74.6583567021,topo-bathy.tt3,30,30,true
west,west_0240,450,-94.2198512843,94.2198512843,topo-bathy.tt3,30,30,true
west,west_0240,500,-115.365118966,115.365118966,topo-bathy.tt3,30,30,true
west,west_0240,550,-133.30169185,133.30169185,topo-bathy.tt3,30,30,true
west,west_0240,600,-151.422295111,151.422295111,topo-bathy.tt3,30,30,true
west,west_0240,650,-169.452477715,169.452477715,topo-bathy.tt3,30,30,true
west,west_0240,700,-186.617771879,186.617771879,topo-bathy.tt3,30,30,true
west,west_0240,750,-203.846898174,203.846898174,topo-bathy.tt3,30,30,true
west,west_0240,800,-221.27936749,221.27936749,topo-bathy.tt3,30,30,true
west,west_0240,850,-239.426672596,239.426672596,topo-bathy.tt3,30,30,true
west,west_0240,900,-258.974559712,258.974559712,topo-bathy.tt3,30,30,true
west,west_0240,950,-278.914157478,278.914157478,topo-bathy.tt3,30,30,true
west,west_0240,1000,-298.297396571,298.297396571,topo-bathy.tt3,30,30,true
west,west_0240,1050,-318.078684033,318.078684033,topo-bathy.tt3,30,30,true
west,west_0240,1100,-338.228335047,338.228335047,topo-bathy.tt3,30,30,true
west,west_0240,1150,-359.04097888,359.04097888,topo-bathy.tt3,30,30,true
west,west_0240,1200,-381.248955255,381.248955255,topo-bathy.tt3,30,30,true
west,west_0240,1250,-404.773387015,404.773387015,topo-bathy.tt3,30,30,true
west,west_0240,1300,-429.31309319,429.31309319,topo-bathy.tt3,30,30,true
west,west_0240,1350,-455.238477892,455.238477892,topo-bathy.tt3,30,30,true
west,west_0240,1400,-481.70928649,481.70928649,topo-bathy.tt3,30,30,true
west,west_0240,1450,-507.97408198,507.97408198,topo-bathy.tt3,30,30,true
west,west_0240,1500,-533.764651471,533.764651471,topo-bathy.tt3,30,30,true
west,west_0240,1550,-556.547029187,556.547029187,topo-bathy.tt3,30,30,true
west,west_0240,1600,-574.224107039,574.224107039,topo-bathy.tt3,30,30,true
west,west_0240,1650,-587.234112001,587.234112001,topo-bathy.tt3,30,30,true
west,west_0240,1700,-594.670315263,594.670315263,topo-bathy.tt3,30,30,true
west,west_0240,1750,-597.215878218,597.215878218,topo-bathy.tt3,30,30,true
west,west_0240,1800,-595.870196435,595.870196435,topo-bathy.tt3,30,30,true
west,west_0240,1850,-591.417024709,591.417024709,topo-bathy.tt3,30,30,true
west,west_0240,1900,-585.710920775,585.710920775,topo-bathy.tt3,30,30,true
west,west_0240,1950,-579.787937525,579.787937525,topo-bathy.tt3,30,30,true
west,west_0240,2000,-574.99824177,574.99824177,topo-bathy.tt3,30,30,true
west,west_0260,0,0.0614801646738,-0.0614801646738,topo-bathy.tt3,30,30,true
west,west_0260,50,-1.06368838738,1.06368838738,topo-bathy.tt3,30,30,true
west,west_0260,100,-2.34187347189,2.34187347189,topo-bathy.tt3,30,30,true
west,west_0260,150,-3.81451650818,3.81451650818,topo-bathy.tt3,30,30,true
west,west_0260,200,-5.57221228868,5.57221228868,topo-bathy.tt3,30,30,true
west,west_0260,250,-7.63895717482,7.63895717482,topo-bathy.tt3,30,30,true
west,west_0260,300,-9.90980779886,9.90980779886,topo-bathy.tt3,30,30,true
west,west_0260,350,-12.4610986385,12.4610986385,topo-bathy.tt3,30,30,true
west,west_0260,400,-15.444324074,15.444324074,topo-bathy.tt3,30,30,true
west,west_0260,450,-18.9576154003,18.9576154003,topo-bathy.tt3,30,30,true
west,west_0260,500,-22.8827744813,22.8827744813,topo-bathy.tt3,30,30,true
west,west_0260,550,-27.2645566337,27.2645566337,topo-bathy.tt3,30,30,true
west,west_0260,600,-32.2744152217,32.2744152217,topo-bathy.tt3,30,30,true
west,west_0260,650,-37.8939270755,37.8939270755,topo-bathy.tt3,30,30,true
west,west_0260,700,-44.1136117957,44.1136117957,topo-bathy.tt3,30,30,true
west,west_0260,750,-50.9466721202,50.9466721202,topo-bathy.tt3,30,30,true
west,west_0260,800,-58.3563722467,58.3563722467,topo-bathy.tt3,30,30,true
west,west_0260,850,-66.0844519597,66.0844519597,topo-bathy.tt3,30,30,true
west,west_0260,900,-73.713453828,73.713453828,topo-bathy.tt3,30,30,true
west,west_0260,950,-81.3366880166,81.3366880166,topo-bathy.tt3,30,30,true
west,west_0260,1000,-88.9466916098,88.9466916098,topo-bathy.tt3,30,30,true
west,west_0260,1050,-96.4492073161,96.4492073161,topo-bathy.tt3,30,30,true
west,west_0260,1100,-103.787237881,103.787237881,topo-bathy.tt3,30,30,true
west,west_0260,1150,-111.200307978,111.200307978,topo-bathy.tt3,30,30,true
west,west_0260,1200,-118.599998751,118.599998751,topo-bathy.tt3,30,30,true
west,west_0260,1250,-125.89680138,125.89680138,topo-bathy.tt3,30,30,true
west,west_0260,1300,-132.986301196,132.986301196,topo-bathy.tt3,30,30,true
west,west_0260,1350,-140.075109313,140.075109313,topo-bathy.tt3,30,30,true
west,west_0260,1400,-147.209635,147.209635,topo-bathy.tt3,30,30,true
west,west_0260,1450,-154.336140445,154.336140445,topo-bathy.tt3,30,30,true
west,west_0260,1500,-161.425360692,161.425360692,topo-bathy.tt3,30,30,true
west,west_0260,1550,-168.797178565,168.797178565,topo-bathy.tt3,30,30,true
west,west_0260,1600,-176.100024077,176.100024077,topo-bathy.tt3,30,30,true
west,west_0260,1650,-183.228560247,183.228560247,topo-bathy.tt3,30,30,true
west,west_0260,1700,-190.200410256,190.200410256,topo-bathy.tt3,30,30,true
west,west_0260,1750,-197.29503072,197.29503072,topo-bathy.tt3,30,30,true
west,west_0260,1800,-204.569663554,204.569663554,topo-bathy.tt3,30,30,true
west,west_0260,1850,-212.079402393,212.079402393,topo-bathy.tt3,30,30,true
west,west_0260,1900,-219.939010263,219.939010263,topo-bathy.tt3,30,30,true
west,west_0260,1950,-228.482693598,228.482693598,topo-bathy.tt3,30,30,true
west,west_0260,2000,-237.396842016,237.396842016,topo-bathy.tt3,30,30,true
west,west_0280,0,0.00814706505629,-0.00814706505629,topo-bathy.tt3,30,30,true
west,west_0280,50,-1.13235512025,1.13235512025,topo-bathy.tt3,30,30,true
west,west_0280,100,-1.73132710179,1.73132710179,topo-bathy.tt3,30,30,true
west,west_0280,150,-1.69075790697,1.69075790697,topo-bathy.tt3,30,30,true
west,west_0280,200,-1.0676505411,1.0676505411,topo-bathy.tt3,30,30,true
west,west_0280,250,-0.0415713118518,0.0415713118518,topo-bathy.tt3,30,30,true
west,west_0280,300,1.14382670276,-1.14382670276,topo-bathy.tt3,30,30,true
west,west_0280,350,2.35086879281,-2.35086879281,topo-bathy.tt3,30,30,true
west,west_0280,400,3.50453008224,-3.50453008224,topo-bathy.tt3,30,30,true
west,west_0280,450,4.49796271131,-4.49796271131,topo-bathy.tt3,30,30,true
west,west_0280,500,5.36345841012,-5.36345841012,topo-bathy.tt3,30,30,true
west,west_0280,550,6.2110626551,-6.2110626551,topo-bathy.tt3,30,30,true
west,west_0280,600,7.10972191232,-7.10972191232,topo-bathy.tt3,30,30,true
west,west_0280,650,8.03209167976,-8.03209167976,topo-bathy.tt3,30,30,true
west,west_0280,700,8.94937374146,-8.94937374146,topo-bathy.tt3,30,30,true
west,west_0280,750,9.86939230478,-9.86939230478,topo-bathy.tt3,30,30,true
west,west_0280,800,10.7632862462,-10.7632862462,topo-bathy.tt3,30,30,true
west,west_0280,850,11.6126976166,-11.6126976166,topo-bathy.tt3,30,30,true
west,west_0280,900,12.3985358961,-12.3985358961,topo-bathy.tt3,30,30,true
west,west_0280,950,13.0987588598,-13.0987588598,topo-bathy.tt3,30,30,true
west,west_0280,1000,13.7689694413,-13.7689694413,topo-bathy.tt3,30,30,true
west,west_0280,1050,14.4574839151,-14.4574839151,topo-bathy.tt3,30,30,true
west,west_0280,1100,15.1077651614,-15.1077651614,topo-bathy.tt3,30,30,true
west,west_0280,1150,15.6404674703,-15.6404674703,topo-bathy.tt3,30,30,true
west,west_0280,1200,15.9928127792,-15.9928127792,topo-bathy.tt3,30,30,true
west,west_0280,1250,16.0819453937,-16.0819453937,topo-bathy.tt3,30,30,true
west,west_0280,1300,15.8502101532,-15.8502101532,topo-bathy.tt3,30,30,true
west,west_0280,1350,15.1605453314,-15.1605453314,topo-bathy.tt3,30,30,true
west,west_0280,1400,14.1194196099,-14.1194196099,topo-bathy.tt3,30,30,true
west,west_0280,1450,12.782303992,-12.782303992,topo-bathy.tt3,30,30,true
west,west_0280,1500,11.3064022817,-11.3064022817,topo-bathy.tt3,30,30,true
west,west_0280,1550,9.71305406485,-9.71305406485,topo-bathy.tt3,30,30,true
west,west_0280,1600,7.84332695942,-7.84332695942,topo-bathy.tt3,30,30,true
west,west_0280,1650,5.62570568446,-5.62570568446,topo-bathy.tt3,30,30,true
west,west_0280,1700,3.03260186255,-3.03260186255,topo-bathy.tt3,30,30,true
west,west_0280,1750,0.0927848993689,-0.0927848993689,topo-bathy.tt3,30,30,true
west,west_0280,1800,-3.43017651864,3.43017651864,topo-bathy.tt3,30,30,true
west,west_0280,1850,-7.5492567947,7.5492567947,topo-bathy.tt3,30,30,true
west,west_0280,1900,-12.5001981877,12.5001981877,topo-bathy.tt3,30,30,true
west,west_0280,1950,-18.4873696753,18.4873696753,topo-bathy.tt3,30,30,true
west,west_0280,2000,-25.5215323641,25.5215323641,topo-bathy.tt3,30,30,true
west,west_0300,0,-0.0891358352387,0.0891358352387,topo-bathy.tt3,30,30,true
west,west_0300,50,-2.13612752501,2.13612752501,topo-bathy.tt3,30,30,true
west,west_0300,100,-3.93460553531,3.93460553531,topo-bathy.tt3,30,30,true
west,west_0300,150,-5.47474242971,5.47474242971,topo-bathy.tt3,30,30,true
west,west_0300,200,-6.67324515982,6.67324515982,topo-bathy.tt3,30,30,true
west,west_0300,250,-7.75013840017,7.75013840017,topo-bathy.tt3,30,30,true
west,west_0300,300,-8.66823116538,8.66823116538,topo-bathy.tt3,30,30,true
west,west_0300,350,-9.59002691638,9.59002691638,topo-bathy.tt3,30,30,true
west,west_0300,400,-10.5345622158,10.5345622158,topo-bathy.tt3,30,30,true
west,west_0300,450,-11.8309530534,11.8309530534,topo-bathy.tt3,30,30,true
west,west_0300,500,-13.2450092262,13.2450092262,topo-bathy.tt3,30,30,true
west,west_0300,550,-14.6828049683,14.6828049683,topo-bathy.tt3,30,30,true
west,west_0300,600,-16.1727882804,16.1727882804,topo-bathy.tt3,30,30,true
west,west_0300,650,-17.7329482491,17.7329482491,topo-bathy.tt3,30,30,true
west,west_0300,700,-19.471174987,19.471174987,topo-bathy.tt3,30,30,true
west,west_0300,750,-21.2255989012,21.2255989012,topo-bathy.tt3,30,30,true
west,west_0300,800,-22.9568114641,22.9568114641,topo-bathy.tt3,30,30,true
west,west_0300,850,-24.7436277774,24.7436277774,topo-bathy.tt3,30,30,true
west,west_0300,900,-26.5828746955,26.5828746955,topo-bathy.tt3,30,30,true
west,west_0300,950,-28.5506486891,28.5506486891,topo-bathy.tt3,30,30,true
west,west_0300,1000,-30.5480066101,30.5480066101,topo-bathy.tt3,30,30,true
west,west_0300,1050,-32.4837812581,32.4837812581,topo-bathy.tt3,30,30,true
west,west_0300,1100,-34.4573042065,34.4573042065,topo-bathy.tt3,30,30,true
west,west_0300,1150,-36.4972268035,36.4972268035,topo-bathy.tt3,30,30,true
west,west_0300,1200,-38.7167019634,38.7167019634,topo-bathy.tt3,30,30,true
